Location,Total_Land_Area_acres,Number_of_Cows,Farm_Size,Date,Product_ID,Product_Name,Brand,Quantity_liters&kg,Price_per_Unit,Total_Value,Shelf_Life_days,Storage_Condition,Production_Date,Expiration_Date,Quantity_Sold_liters&kg,Price_per_Unit_sold,Approx_Total Revenue_INR,Customer_Location,Sales_Channel,Quantity_in_Stock_liters&kg,Minimum_Stock_Threshold_liters&kg,Reorder_Quantity_liters&kg,Stock_check,Deliver_expire_product
Bihar,770.04,28,Small,1/14/2020,3,Cheese,,43.17,65.72,2837.13,60,Refrigerated,1/9/2020,3/9/2020,42,70.57,2963.94,Gujarat,Wholesale,1,37.29,44.03,IN DANGER,YES
Chandigarh,690.79,92,Small,3/13/2022,8,Buttermilk,Amul,-462.95,876.2197519635226,19402.23,9,Refrigerated,1/24/2022,2022/02/02,223,46.35,10336.05,Karnataka,Wholesale,239,83.03,112.46,SAFE,NO
Tamil Nadu,598.84,80,Small,2/14/2020,3,Cheese,Passion Cheese,498.23,60.45,30118.0,75,frozen,1/19/2020,4/3/2020,225,57.28,12888.0,Jharkhand,Online,273,84.4,95.54,SAFE,YES
Uttar Pradesh,941.69,45,Large,11/18/2022,4,Yogurt,,12.3,17.98,221.15,26,,10/22/2022,2022/11/17,12,19.15,229.8,Jharkhand,Wholesale,0,43.51,98.48,IN DANGER,NO
Chandigarh,884.92,45,Large,4/21/2019,10,Ghee,Raj,75.67,28.05,2122.54,130,Ambient,3/26/2019,8/3/2019,38,32.46,1233.48,Delhi,Wholesale,37,15.09,146.4,SAFE,YES
Uttar Pradesh,696.99,91,Large,8/26/2019,8,Buttermilk,Raj,119.49,30.44,3637.28,11,Refrigerated,8/18/2019,8/29/2019,6,30.35,182.1,Rajasthan,Online,113,94.21,141.36,SAFE,YES
Delhi,720.37,46,Large,11/1/2022,4,Yogurt,Palle2patnam,250.06,47.29,11825.34,29,Refrigerated,9/15/2022,10/14/2022,98,44.74,4384.52,Telangana,Wholesale,152,28.81,183.67,SAFE,NO
  Delhi  ,46.11,87,Small,11/16/2020,4,Yogurt,Palle2patnam,10.4,48.2,501.28,27,Refrigerated,10/30/2020,11/26/2020,9,46.68,420.12,Chandigarh,Wholesale,1,54.97,106.19,IN DANGER,YES
Madhya Pradesh,908.45,73,Small,5/11/2019,3,Cheese,Britannia Industries,103.28,13.07,1349.87,25,Refrigerated,4/8/2019,5/3/2019,51,16.27,829.77,Bihar,Online,52,46.47,173.77,SAFE,NO
Gujarat,286.73,12,Small,4/4/2019,3,Cheese,Passion Cheese,442.02,84.63,37408.15,66,Frozen,3/30/2019,6/4/2019,438,86.46,37869.48,Delhi,Wholesale,4,16.42,85.23,IN DANGER,YES
Bihar,76.74,13,Large,2/17/2021,4,Yogurt,Amul,602.96,46.83,28236.62,25,FROZEN,2/13/2021,3/10/2021,257,45.9,11796.3,West Bengal,Wholesale,345,77.59,88.45,SAFE,YES
Jharkhand,321.55,16,Small,1/5/2020,8,Buttermilk,Raj,540.0,43.79,23646.6,9,Refrigerated,12/20/2019,2019/12/29,290,43.17,12519.3,Kerala,Retail,250,14.41,32.21,SAFE,NO
Haryana,359.04,60,Medium,6/19/2020,1,Milk,Raj,479.73,32.19,15442.51,2,Polythene Packet,4/28/2020,30/04/2020,449,28.55,12818.95,Haryana,Wholesale,30,23.48,173.97,SAFE,NO
Haryana,734.1,54,Large,4/17/2019,10,Ghee,mother dairy,243.39,65.45,15929.88,95,Ambient,2019/03/09,6/12/2019,152,60.82,9244.64,Kerala,Retail,91,82.89,135.17,SAFE,YES
Bihar,221.62,37,Medium,5/19/2021,10,Ghee,Raj,625.81,84.23,52711.98,150,ambient,"May 08, 2021",10/5/2021,290,80.4,23316.0,Jharkhand,Online,335,90.52,131.08,SAFE,YES
Chandigarh,500.03,54,Medium,1/7/2019,7,Lassi,Raj,701.6,26.49,18585.38,18,Refrigerated,11/9/2018,11/27/2018,679,26.63,18081.77,Tamil Nadu,Retail,22,97.04,43.21,IN DANGER,NO
Telangana,707.77,17,Small,7/12/2019,4,Yogurt,Palle2patnam,152.88,34.56,5283.53,21,Frozen,5/26/2019,6/16/2019,95,36.77,3493.15,Chandigarh,Retail,57,86.69,136.08,IN DANGER,NO
Madhya Pradesh,410.12,74,Large,11/24/2021,8,Buttermilk,Mother Dairy,224.4,78.27,17563.79,9,REFRIGERATED,9/28/2021,10/7/2021,200,80.2,16040.0,Tamil Nadu,Wholesale,24,27.75,122.21,IN DANGER,NO
Bihar,845.6,57,Medium,7/8/2020,3,Cheese,Amul,209.17,65.15,13627.43,45,Refrigerated,6/9/2020,7/24/2020,121,69.99,8468.79,Maharashtra,Retail,88,46.56,188.1,SAFE,YES
Rajasthan,611.86,11,Medium,8/3/2020,6,Curd,Amul,951.04,96.06,91356.9,6,Refrigerated,6/20/2020,26/06/2020,163,96.29,15695.27,West Bengal,Retail,788,70.05,167.2,SAFE,NO
Bihar,221.46,50,Large,12/20/2022,9,Paneer,Sudha,778.25,50.2,39068.15,9,Refrigerated,11/10/2022,11/19/2022,635,47.1,29908.5,Karnataka,Online,143,22.27,161.89,SAFE,NO
Kerala,759.69,11,Large,5/20/2020,4,Yogurt,Palle2patnam,895.74,79.47,71184.46,27,Refrigerated,5/6/2020,6/2/2020,272,82.86,22537.92,Chandigarh,Wholesale,623,35.38,44.99,SAFE,YES
Maharashtra,74.11,11,Small,3/24/2020,3,Cheese,Dynamix Dairies,786.2,60.06,47219.17,82,Refrigerated,3/11/2020,6/1/2020,544,56.31,30632.64,Bihar,Online,242,16.67,80.49,SAFE,YES
Rajasthan,113.57,94,Medium,2/13/2019,9,Paneer,Raj,480.87,70.3,33805.16,9,Refrigerated,1/8/2019,1/17/2019,292,67.95,19841.4,Uttar Pradesh,Wholesale,188,61.51,145.13,SAFE,NO
Kerala,638.79,42,Large,6/21/2022,10,Ghee,Sudha,197.25,53.11,10475.95,89,Ambient,5/18/2022,8/15/2022,132,57.82,7632.24,Tamil Nadu,Retail,65,20.77,125.64,SAFE,YES
Telangana,211.14,99,Large,2/28/2022,9,Paneer,,98.19,44.05,4325.27,8,Refrigerated,1/29/2022,2/6/2022,58,40.85,2369.3,Delhi,Online,40,28.87,144.09,SAFE,NO
Tamil Nadu,725.42,23,Medium,12/3/2020,5,Ice Cream,Amul,850.47,89.26,75912.95,23,Frozen,2020/12/02,12/25/2020,659,90.65,59738.35,Jharkhand,Wholesale,191,21.76,22.55,SAFE,YES
Delhi,297.1,46,Small,5/22/2020,10,Ghee,Amul,217.19,56.6,12292.95,127,Ambient,5/9/2020,9/13/2020,193,54.87,10589.91,Chandigarh,Wholesale,24,21.65,96.28,SAFE,YES
Delhi,829.35,92,Medium,12/25/2021,4,Yogurt,Amul,447.59,36.44,16310.18,27,Refrigerated,"October 28, 2021",11/24/2021,81,32.53,2634.93,Karnataka,Wholesale,366,24.65,124.08,SAFE,NO
Delhi,886.27,32,Small,9/19/2020,8,Buttermilk,Amul,128.53,83.55,10738.68,9,Refrigerated,8/21/2020,8/30/2020,54,78.75,4252.5,Rajasthan,Retail,74,79.78,126.91,IN DANGER,NO
Maharashtra,528.27,49,Large,7/19/2021,6,Curd,Sudha,212.47,45.04,9569.65,5,Refrigerated,7/14/2021,7/19/2021,149,40.22,5992.78,Karnataka,Wholesale,63,81.77,78.59,IN DANGER,YES
Delhi,58.81,38,Medium,8/24/2019,1,Milk,Mother Dairy,313.84,71.11,22317.16,2,,7/11/2019,7/13/2019,24,75.84,1820.16,Delhi,Wholesale,289,85.32,127.18,SAFE,NO
Karnataka,174.19,98,Small,5/10/2022,8,Buttermilk,Mother Dairy,505.82,83.5,42235.97,13,,3/30/2022,4/12/2022,142,79.59,11301.78,Jharkhand,Online,363,56.09,175.1,SAFE,NO
Maharashtra,215.8,22,Medium,11/16/2022,4,Yogurt,Dodla Dairy,775.23,29.45,22830.52,22,Frozen,10/29/2022,11/20/2022,683,28.98,19793.34,Telangana,Online,92,64.3,100.09,SAFE,YES
Delhi,15.8,42,Small,10/9/2019,4,Yogurt,Palle2patnam,430.18,98.36,42312.5,25,,8/25/2019,9/19/2019,193,102.31,19745.83,Delhi,Retail,237,35.06,84.01,SAFE,NO
Uttar Pradesh,413.22,47,Small,1/3/2020,6,Curd,Raj,118.09,71.55,8449.34,5,Refrigerated,12/19/2019,12/24/2019,82,71.06,5826.92,Rajasthan,Online,36,81.97,49.19,IN DANGER,NO
Karnataka,920.47,59,Medium,11/12/2021,2,Butter,Warana,-798.54,29.73,23740.59,39,Frozen,10/23/2021,12/1/2021,722,25.04,18078.88,West Bengal,Online,76,67.29,186.91,SAFE,YES
West Bengal,332.44,17,Large,2/24/2022,9,Paneer,Sudha,198.24,35.81,7098.97,14,Refridgerated,2/3/2022,2/17/2022,160,36.59,5854.4,West Bengal,Wholesale,38,18.3,172.81,SAFE,NO
Maharashtra,225.07,54,Small,1/7/2019,2,Butter,Warana,821.77,43.29,35574.42,32,Frozen,11/25/2018,12/27/2018,776,47.92,37185.92,Delhi,Wholesale,45,62.18,168.12,IN DANGER,NO
Maharashtra,96.7,21,Small,10/13/2021,2,Butter,Warana,257.57,76.12,19606.23,27,Frozen,9/28/2021,10/25/2021,74,80.93,5988.82,Rajasthan,Retail,183,39.68,122.43,SAFE,YES
Bihar,783.8,22,Large,2/2/2021,4,Yogurt,Amul,301.18,1596.4719699340158,22998.1,29,Frozen,12/24/2020,1/22/2021,62,75.7,4693.4,Rajasthan,Wholesale,239,82.13,48.95,SAFE,NO
Delhi,617.19,21,Medium,11/27/2019,10,Ghee,Mother Dairy,581.52,68.11,39607.33,131,Ambient,10/3/2019,2/11/2020,141,70.17,9893.97,Delhi,Retail,440,50.56,78.65,SAFE,YES
Uttar Pradesh,775.41,39,Medium,12/12/2020,10,Ghee,Raj,297.77,57.76,17199.2,118,Ambient,10/22/2020,2/17/2021,188,54.9,10321.2,Chandigarh,Online,109,13.24,144.56,SAFE,YES
Madhya Pradesh,128.33,98,Medium,7/16/2020,1,Milk,Raj,861.63,74.56,64243.13,2,Polythene Packet,6/26/2020,6/28/2020,583,71.46,41661.18,Jharkhand,Wholesale,278,15.43,187.01,SAFE,NO
Maharashtra,25.25,43,Large,1/14/2021,2,Butter,Warana,598.28,64.39,38523.25,32,Freezer,12/19/2020,1/20/2021,506,68.75,34787.5,Karnataka,Retail,92,37.98,53.75,SAFE,YES
Karnataka,922.53,30,Small,9/12/2021,7,Lassi,Amul,457.09,42.1,19243.49,13,Refrigerated,9/4/2021,9/17/2021,66,38.4,2534.4,West Bengal,Wholesale,391,64.01,187.46,SAFE,YES
Karnataka,530.25,82,Large,6/25/2019,5,Ice Cream,Palle2patnam,841.8,18.29,15396.52,28,Frozen,5/12/2019,6/9/2019,816,23.06,18816.96,Maharashtra,Retail,25,86.71,96.05,IN DANGER,NO
Uttar Pradesh,60.55,19,Small,5/10/2019,9,Paneer,Raj,106.97,29.08,3110.69,8,Refrigerated,3/25/2019,4/2/2019,97,31.68,3072.96,Haryana,Retail,9,91.84,23.64,IN DANGER,NO
Rajasthan,908.8,80,Medium,3/9/2020,8,Buttermilk,Mother Dairy,4.92,33.99,167.23,10,Refrigerated,2020/01/09,1/19/2020,1,37.83,37.83,Maharashtra,Online,3,31.62,21.3,IN DANGER,NO
Gujarat,405.72,11,Medium,6/20/2021,7,Lassi,Mother Dairy,181.93,14.53,2643.44,14,Refrigerated,5/2/2021,5/16/2021,151,18.92,2856.92,Telangana,Wholesale,30,36.34,116.04,IN DANGER,NO
Haryana,839.48,83,Large,2/11/2022,6,Curd,Sudha,145.0,75.09,10888.05,7,Refrigerated,"December 23, 2021",12/30/2021,101,70.95,7165.95,Kerala,Retail,44,40.04,190.12,SAFE,NO
West Bengal,327.73,50,Large,10/10/2022,8,Buttermilk,Sudha,103.12,12.84,1324.06,10,Refrigerated,8/18/2022,8/28/2022,50,11.97,598.5,Tamil Nadu,Retail,53,73.26,108.34,IN DANGER,NO
Bihar,854.94,21,Large,8/9/2021,5,Ice Cream,AMUL,988.41,30.02,29672.07,21,Frozen,7/21/2021,8/11/2021,757,31.6,23921.2,Karnataka,Wholesale,231,90.35,163.41,SAFE,YES
Chandigarh,666.02,82,Medium,5/28/2020,7,Lassi,Mother Dairy,809.49,14.4,11656.66,14,Refrigerated,5/14/2020,5/28/2020,422,17.37,7330.14,Chandigarh,Retail,387,79.76,20.23,SAFE,YES
Tamil Nadu,314.12,46,Small,8/10/2020,4,Yogurt,Amul,8.92,96.34,859.35,27,Refrigerated,7/8/2020,8/4/2020,8,99.2,793.6,Kerala,Online,0,89.37,165.58,IN DANGER,NO
Delhi,334.78,65,Large,2/21/2019,7,Lassi,Sudha,211.13,94.88,20032.01,12,Refrigerated,2/13/2019,2/25/2019,46,93.27,4290.42,Haryana,Online,165,69.54,147.24,SAFE,YES
Kerala,412.38,15,Medium,11/5/2019,5,Ice Cream,Palle2patnam,460.37,40.66,18718.64,27,Frozen,9/18/2019,10/15/2019,17,40.43,687.31,Delhi,Retail,443,88.35,73.04,SAFE,NO
Madhya Pradesh,23.71,89,Medium,10/7/2020,2,Butter,Amul,356.58,72.04,25688.02,28,Refrigerated,8/15/2020,9/12/2020,110,70.27,7729.7,Jharkhand,Wholesale,246,25.29,139.76,SAFE,NO
Rajasthan,628.74,31,Large,4/7/2019,4,Yogurt,Palle2patnam,57.09,12.34,704.49,21,Refrigerated,3/27/2019,4/17/2019,56,11.02,617.12,Kerala,Retail,1,53.15,155.0,IN DANGER,YES
Kerala,149.8,56,Small,3/18/2021,7,Lassi,Raj,936.96,76.27,71461.94,17,Refrigerated,2/22/2021,3/11/2021,120,76.49,9178.8,Rajasthan,Retail,816,94.86,195.1,SAFE,NO
Haryana,894.02,90,Small,4/23/2021,1,Milk,Mother Dairy,789.19,92.89,73307.86,22,Tetra Pack,3/27/2021,4/18/2021,134,91.17,12216.78,Delhi,Wholesale,655,73.28,135.61,SAFE,NO
Telangana,184.98,54,Medium,3/28/2019,8,Buttermilk,Sudha,277.99,14.12,3925.22,9,Refrigerated,2/1/2019,2/10/2019,85,12.1,1028.5,Tamil Nadu,Online,192,36.99,88.68,SAFE,NO
Tamil Nadu,863.23,34,Medium,3/5/2019,10,Ghee,Sudha,443.29,99.65,44173.85,60,Ambient,1/10/2019,3/11/2019,382,103.11,39388.02,Gujarat,Wholesale,61,70.78,82.01,IN DANGER,YES
  West Bengal  ,884.41,68,Small,2/13/2020,8,Buttermilk,Sudha,664.72,75.74,50345.89,7,refrigerated,1/10/2020,2020/01/17,635,78.85,50069.75,Delhi,Wholesale,29,42.43,157.48,IN DANGER,NO
West Bengal,300.23,18,Small,2/5/2022,6,Curd,Mother Dairy,42.13,76.65,3229.26,6,refrigerated,12/15/2021,12/21/2021,10,78.82,788.2,Delhi,Online,32,64.27,173.67,IN DANGER,NO
Chandigarh,664.99,66,Large,5/6/2019,2,Butter,Parag Milk Foods,764.41,68.75,52553.19,27,Refrigerated,3/15/2019,4/11/2019,398,68.41,27227.18,Rajasthan,Online,366,29.93,120.0,SAFE,NO
Madhya Pradesh,28.92,22,Medium,9/16/2021,1,Milk,Amul,903.11,54.38,49111.12,2,Polythene Packet,8/10/2021,2021/08/12,82,58.65,4809.3,Chandigarh,Wholesale,821,43.27,84.5,SAFE,NO
Bihar,52.56,58,Medium,10/3/2019,9,Paneer,Raj,978.29,72.66,71082.55,12,Refrigerated,9/19/2019,10/1/2019,792,71.09,56303.28,Kerala,Wholesale,186,50.1,40.55,SAFE,NO
Delhi,703.04,77,Medium,4/20/2020,10,Ghee,mother dairy,387.02,61.92,23964.28,92,Ambient,3/3/2020,6/3/2020,17,61.52,1045.84,Delhi,Online,370,39.53,77.76,SAFE,YES
West Bengal,787.9,49,Medium,10/5/2022,9,Paneer,Amul,929.42,28.42,26414.12,10,,9/17/2022,9/27/2022,87,24.14,2100.18,Gujarat,Wholesale,842,83.05,36.56,SAFE,NO
Delhi,705.79,98,Small,12/1/2021,9,Paneer,Amul,811.16,45.63,37013.23,7,Refrigerated,11/10/2021,11/17/2021,730,43.36,31652.8,Tamil Nadu,Online,81,83.57,45.59,IN DANGER,NO
Kerala,252.05,47,Small,9/2/2019,7,Lassi,mother dairy,643.78,38.29,24650.34,12,Refrigerated,7/23/2019,8/4/2019,321,41.19,13221.99,Tamil Nadu,Retail,322,40.09,138.81,SAFE,NO
Telangana,725.6,20,Small,1/20/2019,10,Ghee,Mother Dairy,528.65,81.97,43333.44,69,Ambient,12/9/2018,2/16/2019,144,81.18,11689.92,Tamil Nadu,Online,384,67.1,146.97,SAFE,YES
Chandigarh,34.51,55,Small,9/20/2019,1,Milk,Raj,142.96,71.92,10281.68,30,Tetra Pack,9/3/2019,03/10/2019,29,76.31,2212.99,Madhya Pradesh,Wholesale,113,32.74,144.95,SAFE,YES
Kerala,755.34,55,Large,6/1/2020,8,Buttermilk,Mother Dairy,320.25,48.42,15506.51,12,Refrigerator,14-05-2020,5/26/2020,212,49.6,10515.2,Uttar Pradesh,Online,108,91.95,177.84,SAFE,NO
Bihar,128.9,78,Small,1/25/2020,2,Butter,Warana,587.33,45.64,26805.74,40,Refrigerated,12/15/2019,24-01-2020,272,42.15,11464.8,Delhi,Wholesale,315,20.61,81.64,SAFE,NO
Uttar Pradesh,750.71,97,Medium,12/1/2022,7,Lassi,Mother Dairy,887.2,70.41,62467.75,15,Refrigerated,10/27/2022,11/11/2022,290,68.94,19992.6,Haryana,Retail,597,40.06,143.24,SAFE,NO
West Bengal,725.75,13,Small,6/20/2021,6,Curd,SUDHA,761.15,31.52,23991.45,7,Refridgerated,6/8/2021,6/15/2021,156,34.0,5304.0,Tamil Nadu,Retail,605,95.44,144.05,SAFE,NO
Uttar Pradesh,503.63,43,Medium,4/25/2019,8,Buttermilk,,369.0,48.3,17822.7,7,Refrigerated,2/28/2019,07/03/2019,278,50.95,14164.1,West Bengal,Wholesale,91,25.75,187.32,SAFE,NO
Jharkhand,676.22,73,Large,5/6/2022,2,Butter, amul,161.58,56.12,9067.87,26,Frozen,4/9/2022,5/5/2022,26,54.76,1423.76,Rajasthan,Retail,135,91.52,155.57,SAFE,NO
Kerala,205.46,61,Medium,8/28/2021,5,Ice Cream,Dodla dairy,169.36,39.93,6762.54,21,Frozen,"July 20, 2021",10-08-2021,72,40.68,2928.96,Gujarat,Retail,97,82.75,44.19,SAFE,NO
Madhya Pradesh,396.7,59,Small,7/22/2019,10,Ghee,sudha,991.29,,73395.11,144,Ambient,7/2/2019,11/23/2019,595,72.16,42935.2,Tamil Nadu,Retail,396,91.27,43.72,SAFE,YES
Haryana,186.65,51,Medium,5/3/2020,2,Butter,Parag Milk Foods,207.74,1482.946003502092,14735.0,35,Refridgerated,3/7/2020,4/11/2020,107,69.01,7384.07,Chandigarh,Online,100,26.53,85.89,SAFE,NO
Telangana,692.56,80,Medium,6/22/2020,6,Curd,Mother Dairy,228.33,77.46,17686.44,7,Refrigerated,5/6/2020,5/13/2020,5,73.42,367.1,Telangana,Wholesale,223,27.99,103.65,SAFE,NO
Bihar,506.63,75,Small,3/3/2019,3,Cheese,Dynamix Dairies,637.42,96.55,61542.9,74,Refrigerated,1/23/2019,4/7/2019,128,97.73,12509.44,Delhi,Retail,509,60.78,118.88,SAFE,YES
Gujarat,239.29,50,Medium,10/26/2020,2,Butter,Amul,743.79,21.62,16080.74,36,Frozen,9/13/2020,10/19/2020,358,22.45,8037.1,Jharkhand,Wholesale,385,85.61,81.66,SAFE,NO
Chandigarh,247.17,27,Large,11/22/2020,7,Lassi,Amul,424.99,27.76,11797.72,17,Refrigerated,10/1/2020,10/18/2020,311,30.63,9525.93,Chandigarh,Wholesale,113,26.95,64.23,SAFE,NO
Haryana,173.14,64,Large,10/27/2020,1,Milk,Amul,467.98,16.34,7646.79,24,Tetra Pack,"September 01, 2020",9/25/2020,318,16.67,5301.06,Tamil Nadu,Retail,149,22.4,148.49,SAFE,NO
Uttar Pradesh,193.81,25,Large,7/25/2021,2,Butter,Mother dairy,795.28,45.29,36018.23,37,Frozen,28/06/2021,04/08/2021,343,45.06,15455.58,Uttar Pradesh,Online,452,32.83,63.95,SAFE,YES
Haryana,308.55,34,Large,2/23/2021,10,Ghee,Mother Dairy,562.7,83.6,47041.72,73,Ambient,1/17/2021,3/31/2021,387,87.22,33754.14,Bihar,Retail,175,58.08,169.73,SAFE,YES
Bihar,617.91,51,Small,5/1/2020,3,Cheese,Amul,524.99,95.15,49952.8,88,Refrigerated,4/13/2020,7/10/2020,384,97.39,37397.76,Kerala,Retail,140,24.01,26.26,SAFE,YES
Bihar,364.65,11,Large,6/4/2019,7,Lassi,Raj,901.52,33.38,30092.74,13,Refrigerated,5/1/2019,5/14/2019,536,37.54,20121.44,Uttar Pradesh,Wholesale,365,39.18,41.44,SAFE,NO
Chandigarh,479.33,53,Large,9/20/2020,9,Paneer,Mother Dairy,100.17,96.04,9620.33,12,Refrigerated,9/4/2020,2020/09/16,39,97.16,3789.24,Haryana,Wholesale,61,13.68,166.49,SAFE,NO
Gujarat,994.67,43,Large,5/2/2019,7,Lassi,Raj,489.0,17.38,8498.82,16,Refrigerated,3/4/2019,3/20/2019,240,16.66,3998.4,Kerala,Online,249,61.85,187.32,SAFE,NO
Telangana,700.41,16,Small,2/17/2022,7,Lassi,Amul,422.81,92.82,39245.22,16,Refrigerated,1/7/2022,1/23/2022,229,95.07,21771.03,Jharkhand,Wholesale,193,78.05,123.88,SAFE,NO
  Jharkhand  ,181.15,13,Small,5/5/2022,10,Ghee,Sudha,899.13,54.15,48687.89,138,Ambient,4/28/2022,9/13/2022,865,56.03,48465.95,Telangana,Online,34,41.37,78.94,IN DANGER,YES
Haryana,339.56,51,Medium,1/11/2021,10,Ghee,Amul,131.64,86.16,11342.1,94,Ambient,11/24/2020,2/26/2021,12,86.82,1041.84,Gujarat,Wholesale,119,80.86,89.08,SAFE,YES
Gujarat,749.43,53,Small,3/27/2022,2,Butter,Mother Dairy,474.91,62.43,29648.63,39,Refrigerated,2/18/2022,3/29/2022,138,62.78,8663.64,Rajasthan,Wholesale,336,79.98,152.16,SAFE,YES
Bihar,254.19,58,Large,10/3/2020,8,Buttermilk,Raj,103.49,68.78,7118.04,13,Refrigerated,8/9/2020,8/22/2020,82,72.47,5942.54,Delhi,Wholesale,21,73.49,88.11,IN DANGER,NO
Tamil Nadu,802.81,83,Large,3/11/2022,6,Curd,Sudha,722.93,32.29,23343.41,7,Refrigerated,3/10/2022,3/17/2022,505,30.91,15609.55,Bihar,Online,217,10.02,79.99,SAFE,YES
Madhya Pradesh,509.21,96,Medium,7/15/2021,8,Buttermilk,SUDHA,861.13,80.37,69209.02,13,Refridgerated,7/1/2021,7/14/2021,571,76.36,43601.56,Karnataka,Retail,290,77.36,189.14,SAFE,NO
Telangana,634.11,82,Small,9/2/2021,3,Cheese,Passion Cheese,783.44,72.67,56932.58,74,Refrigerated,7/17/2021,9/29/2021,647,73.78,47735.66,West Bengal,Online,136,44.01,33.1,SAFE,YES
Telangana,88.41,58,Small,7/13/2020,5,Ice Cream,Palle2patnam,899.69,12.0,10796.28,30,Frozen,7/10/2020,8/9/2020,344,8.3,2855.2,Tamil Nadu,Retail,555,27.01,138.09,SAFE,YES
Jharkhand,577.88,22,Large,9/27/2021,4,Yogurt,amul,594.83,94.4,56151.95,24,Frozen,"August 29, 2021",9/22/2021,210,90.89,19086.9,Karnataka,Wholesale,384,47.93,145.33,SAFE,NO
Karnataka,424.16,45,Small,4/28/2022,8,Buttermilk,Raj,843.18,62.78,52934.84,14,Refrigerated,3/27/2022,10-04-2022,61,66.3,4044.3,Chandigarh,Online,782,49.49,36.33,SAFE,NO
Chandigarh,61.48,92,Large,3/7/2021,7,Lassi,Sudha,143.94,28.97,4169.94,13,Refrigerated,2/11/2021,2/24/2021,104,33.31,3464.24,Gujarat,Retail,39,91.32,48.89,IN DANGER,NO
Chandigarh,578.42,96,Large,3/4/2021,6,Curd,Mother Dairy,672.74,48.57,32674.98,6,Refrigerated,2/25/2021,3/3/2021,399,44.65,17815.35,West Bengal,Online,273,57.72,101.23,SAFE,NO
Tamil Nadu,717.09,16,Small,5/13/2021,4,Yogurt,Mother Dairy,472.03,12.16,5739.88,26,,3/24/2021,19-04-2021,289,12.55,3626.95,Telangana,Online,183,70.48,105.2,SAFE,NO
  Jharkhand  ,233.26,38,Medium,7/25/2019,4,Yogurt,Mother dairy,767.55,58.5,44901.68,21,Frozen,6/6/2019,6/27/2019,121,57.99,7016.79,Karnataka,Retail,646,99.53,178.22,SAFE,NO
Chandigarh,346.45,90,Medium,12/24/2019,1,Milk,,131.78,73.86,9733.27,2,Polythene Packet,17-12-2019,12/19/2019,84,75.17,6314.28,Gujarat,Online,47,29.57,141.34,SAFE,NO
Delhi,166.71,42,Large,1/16/2022,6,Curd,Mother Dairy,520.85,77.08,40147.12,5,Refrigerated,"December 08, 2021",12/13/2021,461,80.63,37170.43,Chandigarh,Retail,59,99.85,166.07,IN DANGER,NO
Tamil Nadu,843.84,32,Small,6/2/2020,6,Curd,Raj,109.98,80.51,8854.49,7,Refrigerated,4/4/2020,4/11/2020,26,82.29,2139.54,Tamil Nadu,Retail,83,50.92,55.39,SAFE,NO
Madhya Pradesh,991.42,68,Large,8/7/2020,5,Ice Cream,Amul,218.78,61.74,13507.48,23,Frozen,7/12/2020,8/4/2020,172,60.88,10471.36,Karnataka,Online,46,68.44,78.21,IN DANGER,NO
Uttar Pradesh,377.2,42,Medium,7/24/2020,1,Milk,Sudha,423.59,99.24,42037.07,27,Tetra Pack,7/22/2020,8/18/2020,392,103.19,40450.48,Delhi,Wholesale,31,22.7,79.62,SAFE,YES
Chandigarh,624.89,68,Small,2/25/2022,1,Milk,Amul,86.18,14.12,1216.86,25,Tetra Pack,1/1/2022,1/26/2022,9,14.42,129.78,Tamil Nadu,Retail,77,30.22,111.99,SAFE,NO
Chandigarh,895.4,70,Large,2/1/2022,7,Lassi,Sudha,297.88,96.4,28715.63,16,Refrigerated,"January 22, 2022",2/7/2022,248,100.53,24931.44,Jharkhand,Retail,49,17.25,89.09,SAFE,YES
Delhi,641.53,76,Large,8/16/2020,2,Butter,Parag Milk Foods,640.05,89.32,57169.27,38,Frozen,8/1/2020,9/8/2020,190,87.84,16689.6,Karnataka,Online,450,43.06,39.73,SAFE,YES
Gujarat,111.95,34,Medium,6/24/2019,4,Yogurt,,359.84,29.57,10640.47,30,Refrigerated,6/23/2019,7/23/2019,334,33.43,11165.62,Karnataka,Retail,25,23.99,45.05,SAFE,YES
Jharkhand,276.91,34,Small,12/8/2022,1,Milk,Raj,745.37,31.26,23300.27,1,Polythene Packet,12/3/2022,12/4/2022,395,34.27,13536.65,Karnataka,Wholesale,350,55.1,146.82,SAFE,NO
Maharashtra,719.32,66,Medium,5/27/2019,9,Paneer,Sudha,21.51,1583.7185924895455,1629.38,7,Refrigerated,5/13/2019,2019/05/20,14,78.9,1104.6,Maharashtra,Wholesale,7,15.97,121.81,IN DANGER,NO
Maharashtra,311.01,90,Small,3/12/2022,8,Buttermilk,Raj,526.62,36.65,19300.62,13,Refridgerated,2/25/2022,3/10/2022,449,33.74,15149.26,Delhi,Retail,77,55.73,149.0,SAFE,NO
Uttar Pradesh,850.75,19,Large,2/9/2022,2,Butter,Parag Milk Foods,353.68,93.62,33111.52,35,Refrigerated,12/15/2021,1/19/2022,10,97.79,977.9,Maharashtra,Online,343,50.74,128.61,SAFE,NO
Kerala,22.89,92,Medium,9/8/2022,9,Paneer,Amul ,115.61,18.33,2119.13,10,Refrigerated,8/18/2022,8/28/2022,13,14.41,187.33,West Bengal,Online,102,64.76,174.12,SAFE,NO
